순번,영화명,개봉일,전국관객수
"2,722",위아 유어 프렌즈,2015-11-12,27412 
"2,723",토마스와 친구들: 용감한 기관차와 괴물소동,2016-10-13,27345 
"2,724",어떤 만남,2014-07-31,27302 
"2,725",라자루스,2015-07-02,27279 
"2,726",몬스터 헌트,2015-11-12,27257 
"2,727",로스트 인 파리,2017-05-18,27203 
"2,728",지니어스,2017-04-13,27167 
"2,729",인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,27070 
"2,730",아워 이디엇 브라더 ,2012-11-29,27010 
"2,731",4요일: 자살을 부르는 요일,2008-12-11,26840 
"2,732",귀향,2006-09-21,26830 
"2,733",러브 앤 머시,2015-07-30,26812 
"2,734",더 폴: 오디어스와 환상의 문,2008-12-04,26777 
"2,735",재키,2017-01-25,26758 
"2,736",미스 리틀 선샤인,2006-12-21,26748 
"2,737",몬스터 섬의 비밀,2017-09-07,26739 
"2,738",앙: 단팥 인생 이야기,2015-09-10,26738 
"2,739",아기돼지 3형제와 매직램프,2017-03-23,26670 
"2,740",머신건 프리처,2012-05-24,26640 
"2,741",리멤버 미,2011-03-03,26629 
"2,742",소림소녀,2008-07-24,26434 
"2,743",원 포 더 머니,2012-02-16,26387 
"2,744",뉴 스텝업: 어반댄스,2016-09-22,26381 
"2,745",기적의 오케스트라 - 엘 시스테마,2010-08-12,26377 
"2,746",콘스탄트 가드너,2006-05-04,26346 
"2,747",집 나온 남자들,2010-04-08,26319 
"2,748",쾌걸 조로리의 대대대대모험,2013-06-05,26278 
"2,749",트레이서,2015-03-19,26262 
"2,750",아임 낫 데어,2008-05-29,26117 
"2,751",왓 이프,2014-11-13,25908 
"2,752",부니베어: 로거빅 컴백홈 프로젝트,2017-06-29,25903 
"2,753",서칭 포 슈가맨,2012-10-11,25694 
"2,754","연공:안녕, 사랑하는 모든 것",2008-11-13,25689 
"2,755",인 블룸,2008-09-25,25681 
"2,756",컴 아웃 파이팅,2009-10-22,25656 
"2,757",그 사람 그 사랑 그 세상,2014-11-20,25649 
"2,758",골드,2017-03-22,25595 
"2,759",매직울프,2017-10-03,25556 
"2,760",잠수종과 나비,2008-02-14,25538 
"2,761",사다코 대 카야코,2017-01-04,25531 
"2,762",베니티 페어,2005-01-21,25458 
"2,763",붙어야 산다,2004-02-27,25450 
"2,764",힛쳐,2007-08-01,25440 
"2,765",선샤인 온 리스,2014-09-03,25431 
"2,766",예언자,2010-03-11,25309 
"2,767",매직 마이크,2012-08-01,25288 
"2,768",트래쉬,2015-05-14,25260 
"2,769",대단한 유혹,2004-06-25,25171 
"2,770",꼬마영웅 경찰차 프로디2,2014-03-20,25149 
"2,771",셧업,2004-08-27,25000 
"2,772",쿨,2005-04-08,25000 
"2,773",빅 픽처,2013-07-04,24815 
"2,774",쥬로링 동물탐정 극장판,2014-12-18,24810 
"2,775",슈퍼 버드,2017-04-06,24799 
"2,776",밀림의 왕자 레오: 세상을 바꾸는 용기,2012-02-29,24640 
"2,777",하이-라이즈,2016-03-30,24600 
"2,778",낮술,2009-02-05,24595 
"2,779",사이에서,2006-09-07,24595 
"2,780",환상의 그대,2011-01-27,24579 
"2,781",아부지,2009-07-15,24498 
"2,782",렌트,2007-01-18,24496 
"2,783",키즈모노가타리 I : 철혈편,2016-06-30,24492 
"2,784","내 어깨 위 고양이, 밥",2017-01-04,24466 
"2,785",카이: 거울 호수의 전설,2016-08-17,24451 
"2,786",진격의 거인: 홍련의 화살,2015-01-28,24450 
"2,787",스즈미야 하루히의 소실,2010-11-11,24444 
"2,788",종이 달,2015-07-23,24381 
"2,789",원라이프,2011-08-17,24348 
"2,790",스파이크,2013-12-05,24346 
"2,791",곰이 되고 싶어요,2004-01-30,24339 
"2,792",슈퍼오리 : 태양을 지켜라,2017-08-31,24319 
"2,793",꿈의 제인,2017-05-31,24270 
"2,794",나이스 가이즈,2016-07-06,24268 
"2,795",더 데이,2012-02-23,24163 
"2,796",아임 낫 스케어드,2004-08-06,24136 
"2,797",레전드 오브 래빗: 불의 전설,2015-09-24,24111 
"2,798",폭스캐처,2015-02-05,24083 
"2,799",해피 플라이트,2009-07-16,24040 
"2,800",GROW: 인피니트의 리얼 청춘 라이프,2014-12-04,23926 
"2,801",사이드웨이,2005-02-18,23900 
"2,802",프라미스드 랜드 ,2013-12-12,23883 
"2,803",남주기 아까운 그녀,2008-10-09,23858 
"2,804",언노운 걸,2017-05-03,23827 
"2,805",고스트 메신저 극장판,2014-05-22,23721 
"2,806",자전거 탄 소년,2012-01-19,23688 
"2,807",님포매니악 볼륨2,2014-07-03,23641 
"2,808",쉘 위 키스,2009-06-18,23639 
"2,809",MR. 후아유,2008-01-03,23626 
"2,810",사요나라 이츠카,2010-04-15,23605 
"2,811",타임 투 러브,2014-10-23,23597 
"2,812",사이코패스,2015-05-28,23586 
"2,813",연애담,2016-11-17,23555 
"2,814",마녀배달부 키키,2007-11-22,23541 
"2,815",디노타샤: 공룡대탐험,2014-01-29,23530 
"2,816",폭풍의 언덕,2012-06-28,23509 
"2,817",송환,2004-03-19,23496 
"2,818",하이 스피드! ?프리! 스타팅 데이즈-,2016-03-24,23496 
"2,819",빨간머리 앤 : 그린게이블로 가는 길,2013-01-09,23493 
"2,820",제인 도,2017-08-23,23467 
"2,821",코드네임 제로니모,2012-12-13,23462 
"2,822",언프렌드,2017-02-09,23450 
"2,823",토마스와 친구들: 수수께끼 해적선과 보물찾기,2017-06-29,23393 
"2,824",개들의 전쟁,2012-11-22,23390 
"2,825",미스터 캣,2016-10-19,23350 
"2,826",아우토반,2017-03-22,23306 
"2,827",부에노스 아이레스에서 사랑에 빠질 확률,2013-09-12,23233 
"2,828",사울의 아들,2016-02-25,23148 
"2,829",윈드랜드,2015-04-02,23084 
"2,830",꼬마마녀 요요와 네네,2013-12-25,23057 
"2,831",스페이스 침스 - 자톡의 역습 3D,2010-08-19,23021 
"2,832",이브닝,2007-11-22,22921 
"2,833",비정한 도시 감독판,2012-10-25,22900 
"2,834",종려나무 숲,2005-09-15,22895 
"2,835",거인,2014-11-13,22893 
"2,836","봄, 눈",2012-04-26,22870 
"2,837",알렉스 크로스,2013-03-14,22771 
"2,838",45년 후,2016-05-05,22745 
"2,839",히어로,2013-10-08,22617 
"2,840",레이디 맥베스,2017-08-03,22613 
"2,841",지상의 별처럼,2012-09-06,22612 
"2,842",피나,2012-08-30,22600 
"2,843",혐오스런 마츠코의 일생,2007-04-12,22570 
"2,844",짓,2013-09-25,22526 
"2,845",피아니스트 세이모어의 뉴욕 소네트,2016-04-07,22466 
"2,846",프로스트 VS 닉슨,2009-03-05,22464 
"2,847",송 투 송,2017-07-26,22453 
"2,848",세컨핸드 라이온스,2005-05-19,22413 
"2,849",스킵트레이스: 합동수사,2016-08-31,22350 
"2,850",엘리제궁의 요리사,2015-03-19,22173 
"2,851",파워배틀 와치카: 와치가면의 역습,2017-06-01,22110 
"2,852",크로우즈 제로,2008-07-02,22097 
"2,853",엔들리스 러브,2014-03-13,22091 
"2,854",사이비,2013-11-21,22070 
"2,855",드래곤볼 Z : 부활의 F,2015-10-01,22025 
"2,856",까밀 리와인드,2013-07-18,22006 
"2,857",천하무적 키코리키,2014-07-17,21889 
"2,858",이스턴 프라미스,2008-12-11,21857 
"2,859",씨노이블,2007-06-28,21854 
"2,860",행복 목욕탕,2017-03-23,21797 
"2,861",레이드 : 첫번째 습격,2012-05-17,21705 
"2,862",시크릿 인 데어 아이즈,2016-04-27,21692 
"2,863",히야,2016-03-10,21687 
"2,864",아스테릭스: 미션 올림픽 게임,2009-06-18,21678 
"2,865",클림트,2006-06-29,21647 
"2,866",차일드 44,2015-05-28,21604 
"2,867",나쁜 교육,2004-09-17,21586 
"2,868",빌리 엘리어트 뮤지컬 라이브,2014-11-27,21571 
"2,869",초속5센티미터,2007-06-21,21448 
"2,870",초원의 왕 도제,2014-03-27,21424 
"2,871",아마조니아,2015-08-05,21318 
"2,872",그랑블루 리마스터링 감독판,2013-07-25,21306 
"2,873",이브 생 로랑,2014-06-26,21280 
"2,874","지금, 이대로가 좋아요",2009-04-23,21212 
"2,875",플레이스 비욘드 더 파인즈,2013-08-01,21088 
"2,876",폼포코 너구리 대작전,2005-04-28,21061 
"2,877",유고와 라라 : 신비의 숲 어드벤처,2014-10-02,21053 
"2,878",스테이지 뷰티,2007-10-03,20976 
"2,879",싸이보그 그녀,2009-05-14,20975 
"2,880",그랜드 피아노,2014-04-17,20961 
"2,881",연을 쫓는 아이,2008-03-13,20896 
"2,882",아기기린 자라파,2013-02-14,20811 
"2,883",나쁜 나라,2015-12-03,20803 
"2,884",미치고 싶을 때,2004-11-12,20798 
"2,885",콜링 인 러브,2010-03-25,20796 
"2,886",워리어,2011-11-02,20702 
"2,887","키리쿠, 키리쿠",2006-05-04,20644 
"2,888",날아라 펭귄,2009-09-24,20599 
"2,889",플라이트,2013-02-28,20491 
"2,890",배틀로얄 2 - 레퀴엠,2004-04-09,20488 
"2,891",초코초코 대작전,2009-05-01,20463 
"2,892",세기의 매치,2016-01-28,20448 
"2,893",프란츠,2017-07-20,20437 
"2,894",은하수를 여행하는 히치하이커를 위한 안내서,2005-08-26,20430 
"2,895",토너먼트,2010-09-02,20427 
"2,896",불량공주 모모코,2005-09-02,20388 
"2,897",세브란스,2007-11-08,20380 
"2,898",브로큰 플라워,2005-12-08,20323 
"2,899",어크로스 더 유니버스,2008-02-14,20259 
"2,900",로얄 어페어,2012-12-27,20258 
"2,901",오토기리소우,2004-04-23,20199 
"2,902",바그다드 카페 : 디렉터스컷,2016-07-14,20195 
"2,903",극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,2014-08-07,20175 
"2,904",쏘우-여섯번의 기회,2010-01-07,20116 
"2,905",천안함 프로젝트,2013-09-05,20085 
"2,906",완전 소중한 사랑,2013-11-21,20063 
"2,907",난 그녀와 키스했다,2015-07-22,20056 
"2,908",파수꾼,2011-03-03,20041 
"2,909",사랑의 침묵 ,2012-10-11,20017 
"2,910",맨츄리안 캔디데이트,2005-03-11,20000 
"2,911",극장판 어드벤처 타임: 비밀의 아일랜드,2017-04-13,19986 
"2,912",러브레이스,2013-10-17,19933 
"2,913",에이트 빌로우,2006-04-06,19922 
"2,914",60만번의 트라이,2014-09-18,19919 
"2,915",대학살의 신,2012-08-16,19917 
"2,916",세상의 끝까지 21일,2013-08-14,19897 
"2,917",유리정원,2017-10-25,19880 
"2,918","화성아이, 지구아빠",2008-02-14,19856 
"2,919",첫눈,2007-11-01,19734 
"2,920",파괴자들,2012-10-31,19716 
"2,921",커플 테라피: 대화가 필요해,2010-02-25,19623 
"2,922",라이프,2015-10-15,19596 
"2,923",판타스틱 Mr. 폭스,2009-12-24,19590 
"2,924",웨딩스캔들,2012-09-06,19569 
"2,925",칠드런 오브 맨,2016-09-22,19548 
"2,926",D-day-어느날 갑자기 세번째 이야기,2006-08-03,19488 
"2,927",디스커넥트,2013-11-07,19460 
"2,928",스페이스 독 2,2014-12-11,19445 
"2,929",사랑도 흥정이 되나요?,2006-07-27,19434 
"2,930","나의 위대한 친구, 세잔",2016-12-15,19426 
"2,931",사막에서 연어낚시,2014-10-16,19423 
"2,932",테이크다운,2013-04-18,19415 
"2,933",립반윙클의 신부,2016-09-28,19412 
"2,934",커터,2016-03-30,19405 
"2,935",마릴린 먼로와 함께한 일주일,2012-02-29,19387 
"2,936",트립 투 이탈리아,2015-06-04,19376 
"2,937",플래닛 테러,2008-07-02,19324 
"2,938",트루스,2016-08-24,19315 
"2,939",이레셔널 맨,2016-07-21,19287 
"2,940",부니베어: 나무 도둑의 습격,2017-09-14,19272 
"2,941",달팽이의 별,2012-03-22,19252 
"2,942",엘 시크레토 : 비밀의 눈동자,2010-11-11,19214 
"2,943",에코,2014-10-08,19142 
"2,944",소녀,2013-11-07,18996 
"2,945",애프터 러브,2010-01-21,18966 
"2,946",부도리의 꿈 ,2013-01-30,18940 
"2,947",슈퍼처방전,2014-12-10,18919 
"2,948",내겐 너무 사랑스러운 그녀,2008-03-20,18883 
"2,949",상실의 시대,2011-04-21,18872 
"2,950",토마스와 친구들 - 극장판 3,2011-05-05,18845 
"2,951",누구에게나 찬란한,2014-11-06,18804 
"2,952",강호,2004-10-22,18800 
"2,953",프란치스코,2016-03-10,18799 
"2,954",여행자,2009-10-29,18797 
"2,955",돼지의 왕,2011-11-03,18769 
"2,956",슬립리스: 크리미널 나이트,2017-03-08,18740 
"2,957",웨일 라이더,2004-10-08,18723 
"2,958",드라이브,2011-11-17,18715 
"2,959",로렌스 애니웨이,2013-12-19,18705 
"2,960",숏버스,2009-03-12,18621 
"2,961",퀸 락 몬트리올,2009-07-30,18545 
"2,962",방울토마토,2008-05-29,18533 
"2,963",배저로와 친구들: 신비한 모험,2017-10-26,18527 
"2,964",비기너스,2011-11-10,18489 
"2,965",섬. 사라진 사람들,2016-03-03,18485 
"2,966",원 위크,2009-09-24,18454 
"2,967",그 후,2017-07-06,18440 
"2,968",연애,2005-12-09,18383 
"2,969",팻 걸,2004-08-20,18351 
"2,970",마법경찰 갈갈이와 옥동자,2004-02-13,18346 
"2,971",다음 침공은 어디?,2016-09-08,18342 
"2,972",루터,2017-10-18,18336 
"2,973",비포 : 치즈와 초콜릿을 찾아서,2014-07-10,18310 
"2,974",무민 더 무비,2015-08-13,18254 
"2,975",쿼바디스,2014-12-10,18248 
"2,976",팩토리 걸 ,2007-05-31,18197 
"2,977",레인,2009-07-09,18186 
"2,978",이디야와 얼음왕국의 전설,2014-02-27,18157 
"2,979",한경직,2012-09-13,18113 
"2,980",비비안 마이어를 찾아서,2015-04-30,18061 
"2,981",하늘과 바다,2009-10-28,18059 
"2,982",리그레션,2015-10-15,18057 
"2,983",버스 657,2016-01-14,18042 
"2,984",인카네이트,2017-05-25,18028 
"2,985",초(민망한)능력자들,2011-07-07,18023 
"2,986",본타: 땅콩왕국의 전설,2014-10-30,18022 
"2,987",옐로우버드,2015-02-18,18020 
"2,988",캡틴 하록,2014-01-16,17977 
"2,989",오즈의 마법사 2,2017-05-03,17956 
"2,990",당신자신과 당신의 것,2016-11-10,17924 
"2,991",퍼펙트,2013-09-25,17916 
"2,992","불량소녀, 너를 응원해!",2016-09-21,17875 
"2,993",셰임,2013-05-09,17827 
"2,994",환상의 빛,2016-07-07,17823 
"2,995",이별계약,2013-06-20,17797 
"2,996",멜랑콜리아,2012-05-17,17766 
"2,997",룩 앳 미,2004-12-23,17632 
"2,998",스톤,2014-06-12,17631 
"2,999",미라클 프롬 헤븐,2016-05-25,17625 
"3,000",신과 인간,2012-01-19,17588 
"3,001",비틀스: 에잇 데이즈 어 위크 ? 투어링 이어즈,2016-10-19,17563 
"3,002",2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,2010-01-22,17563 
"3,003",위험한 패밀리,2014-01-22,17539 
"3,004",혼스,2014-11-27,17535 
"3,005",인 더 하우스,2013-07-04,17529 
"3,006",뚜르: 내 생애 최고의 49일,2017-02-01,17449 
"3,007",태양을 쏴라,2015-03-19,17444 
"3,008",세상의 모든 계절,2011-03-24,17423 
"3,009",터치,2012-11-08,17403 
"3,010",밀리언 웨이즈,2014-06-12,17373 
"3,011",유아 낫 유,2015-01-21,17372 
"3,012",두레소리,2012-05-10,17362 
"3,013",아저씨 우리 결혼할까요?,2004-10-15,17362 
"3,014",홀리 모터스,2013-04-04,17348 
"3,015",걸어도 걸어도,2009-06-18,17340 
"3,016",도쿄 마블 초콜릿,2009-01-29,17327 
"3,017",스윗 프랑세즈,2015-12-03,17324 
"3,018",양과자점 코안도르,2011-07-28,17322 
"3,019",엘리아스: 바다의 보물을 찾아라!,2014-10-23,17305 
"3,020",사랑을 카피하다,2011-05-05,17303 
"3,021","괜찮아요, 미스터 브래드",2017-09-21,17289 
"3,022",앤젤스 셰어: 천사를 위한 위스키,2013-05-16,17257 
"3,023",싱글맨,2010-05-27,17252 
"3,024",삼거리극장,2006-11-23,17216 
"3,025",어떤살인,2015-10-28,17190 
"3,026",바보야,2011-04-21,17097 
"3,027",포 미니츠,2007-10-25,17088 
"3,028",아웃 오브 타임,2004-03-12,17060 
"3,029",천국의 아이들 2 - 시험보는 날,2005-11-17,17022 
"3,030",호비와 쿠우의 어드벤처 : 고래의 노래,2014-06-12,17018 
"3,031",길,2017-05-11,16999 
"3,032",미스터 노바디,2013-10-24,16969 
"3,033",프라이버시,2014-03-20,16936 
"3,034",월플라워,2013-04-11,16912 
"3,035",매직 아워,2008-11-27,16907 
"3,036",하늘이 보내준 딸,2012-04-19,16875 
"3,037",잉투기,2013-11-14,16859 
"3,038",비스트 앵콜 콘서트  3D,2012-02-29,16844 
"3,039",명왕성,2013-07-11,16828 
"3,040",산타바바라,2014-07-16,16626 
"3,041",리버틴,2007-08-02,16624 
"3,042",호비와 동화나라 대모험,2016-12-08,16620 
"3,043",아이 앰 히스 레저,2017-10-19,16605 
"3,044",내 남자의 유통기한,2006-06-29,16580 
"3,045",롤라,2009-01-15,16578 
"3,046",7년-그들이 없는 언론,2017-01-12,16577 
"3,047",헤이트 발렌타인데이,2010-02-04,16566 
"3,048",오드토머스,2014-08-27,16555 
"3,049",여배우는 오늘도,2017-09-14,16524 
"3,050",가구야공주 이야기,2014-06-04,16439 
"3,051",마돈나,2015-07-02,16385 
"3,052",허블 3D,2011-05-05,16369 
"3,053",소와 함께 여행하는 법,2010-11-03,16356 
"3,054",리틀 폭스,2016-06-23,16204 
"3,055",순교,2015-08-13,16202 
"3,056",링스,2017-04-06,16199 
"3,057",예전부터 계속 좋아했어 ~고백실행위원회~,2016-09-29,16187 
"3,058",토마스와 친구들 - 극장판 2,2010-06-10,16186 
"3,059",카운터페이터,2008-07-03,16095 
"3,060",베이트,2013-08-08,16091 
"3,061",셀마,2015-07-23,16029 
"3,062",플루토에서 아침을,2007-04-05,16000 
"3,063",어웨이 프롬 허,2008-03-27,15997 
"3,064",스파이 게임,2017-09-14,15986 
"3,065",십계: 구원의 길,2017-04-13,15974 
"3,066",매직키드 보보,2017-03-01,15968 
"3,067",더 웨이브,2016-07-13,15890 
"3,068",어바웃 리키,2015-09-03,15867 
"3,069",로코왕국의 전설: 엘프킹을 찾아서,2014-06-26,15846 
"3,070",키즈모노가타리 II : 열혈편,2016-10-20,15800 
"3,071",러브토크,2005-11-11,15719 
"3,072",웨스턴 리벤지,2014-10-30,15671 
"3,073",모스트 원티드 맨,2014-08-07,15654 
"3,074",일루셔니스트,2011-06-16,15589 
"3,075",토일렛,2010-12-02,15576 
"3,076",런던 블러바드,2012-09-20,15539 
"3,077",추적,2008-11-20,15501 
"3,078",이다,2015-02-18,15493 
"3,079",스팀보이,2005-08-04,15485 
"3,080",아메리칸 파이: 19금 동창회,2012-08-09,15431 
"3,081",볼츠와 블립 ,2012-02-23,15386 
"3,082",극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,2014-06-19,15382 
"3,083",아스테릭스: 신들의 전당,2015-04-30,15315 
"3,084",꼬마 유령,2015-06-11,15276 
"3,085",아이 인 더 스카이,2016-07-14,15258 
"3,086",아무도 머물지 않았다,2013-12-26,15252 
"3,087",스톤,2011-10-06,15241 
"3,088",비우티풀,2011-10-13,15213 
"3,089",토마스와 친구들: 잃어버린 왕관,2014-11-13,15202 
"3,090",스턱 인 러브,2014-02-20,15147 
"3,091",텐텐,2008-09-11,15135 
"3,092",청설,2010-06-17,15116 
"3,093",호비와 무지개 오아시스 대모험,2017-09-07,15101 
"3,094",런어웨이즈,2010-06-24,15088 
"3,095",슈퍼소닉,2016-11-24,15074 
"3,096",블루 발렌타인,2012-05-31,15053 
"3,097",뷰티풀 라이,2015-03-26,15050 
"3,098",호비와 후후의 대모험: 무지개꽃을 구하라,2013-09-26,15050 
"3,099",라이드 : 나에게로의 여행,2015-07-16,15039 
"3,100",행복한 사전,2014-02-20,15017 
"3,101",치코와 리타,2012-01-05,15001 
"3,102",머나먼 사랑,2004-02-13,15000 
"3,103",고양이를 빌려드립니다,2012-12-13,14983 
"3,104",캡틴 판타스틱,2016-11-30,14976 
"3,105",버진 스노우,2014-12-10,14964 
"3,106",로즈,2017-04-12,14955 
"3,107",MB의 추억,2012-10-18,14954 
